PD,Score,Risk,Decision
0.262882572919832,651.5519884503105,Medium Risk,Manual Review
0.12032204707182813,699.469200214539,Medium Risk,Manual Review
0.15611295313489312,684.3719425554334,Medium Risk,Manual Review
0.5869107470429189,582.4395459765501,High Risk,Reject
0.1570006506481234,684.0358118290845,Medium Risk,Manual Review
0.16563000266875985,680.846027239296,Medium Risk,Manual Review
0.08788419623494881,716.9873481924153,Medium Risk,Manual Review
0.15006632648570534,686.7040471171873,Medium Risk,Manual Review
0.1626787277053113,681.9215287271913,Medium Risk,Manual Review
0.2010454328307494,668.9886582766205,Medium Risk,Manual Review
0.473083221822675,605.3885651113463,High Risk,Reject
0.19789338474867724,669.9756555473202,Medium Risk,Manual Review
0.2202817836340106,663.2012515930251,Medium Risk,Manual Review
0.23625098795290161,658.6672234376641,Medium Risk,Manual Review
0.08257483867434437,720.3932995487954,Medium Risk,Manual Review
0.136323623366576,692.3083245983755,Medium Risk,Manual Review
0.7128355291491335,554.5402200692627,High Risk,Reject
0.16780899442826372,680.0617796902792,Medium Risk,Manual Review
0.2504829245351564,654.8019173542342,Medium Risk,Manual Review
0.20897711015368284,666.5551090018288,Medium Risk,Manual Review
0.20242428584780559,668.5605424973272,Medium Risk,Manual Review
0.11333369819151945,702.8566076669752,Medium Risk,Manual Review
0.21579511439161392,664.5170453422489,Medium Risk,Manual Review
0.5930623037882793,581.1680317137346,High Risk,Reject
0.25268707233139226,654.2166077517904,Medium Risk,Manual Review
0.312823037436338,639.3477095714484,High Risk,Reject
0.23376361849400343,659.3590143385817,Medium Risk,Manual Review
0.3763719327195957,625.2488153701242,High Risk,Reject
0.2931732847429131,644.0010843752028,High Risk,Reject
0.17054830697821868,679.087314484704,Medium Risk,Manual Review
0.09808661614776576,710.9333781061174,Medium Risk,Manual Review
0.12421555536624608,697.6550793367694,Medium Risk,Manual Review
0.19842724489651764,669.8076616559342,Medium Risk,Manual Review
0.20371989730136883,668.1602506929524,Medium Risk,Manual Review
0.05396219692047701,743.1999392421872,Medium Risk,Manual Review
0.12033922198582185,699.4610874494438,Medium Risk,Manual Review
0.2683563058089644,650.1489021045422,Medium Risk,Manual Review
0.1612601005540397,682.4441026507554,Medium Risk,Manual Review
0.10864753045330001,705.2315480447456,Medium Risk,Manual Review
0.09512167058601952,712.632183843284,Medium Risk,Manual Review
0.15899140125931926,683.2875881858506,Medium Risk,Manual Review
0.06187324162348957,735.9398637229597,Medium Risk,Manual Review
0.2505901704120472,654.7733592702572,Medium Risk,Manual Review
0.2976218969421687,642.9323994343002,High Risk,Reject
0.2504710539825816,654.8050788174668,Medium Risk,Manual Review
0.2301956714928627,660.3603335433386,Medium Risk,Manual Review
0.3053723633905179,641.0922015894344,High Risk,Reject
0.3080325515113107,640.4666725320437,High Risk,Reject
0.20410934235557088,668.0402984724878,Medium Risk,Manual Review
0.5607339260127956,587.7929406365728,High Risk,Reject
0.03956349898440003,759.4740459652079,Low Risk,Approve
0.23495007916211566,659.0284012607084,Medium Risk,Manual Review
0.37665185105279636,625.1891950243007,High Risk,Reject
0.21650948482375065,664.3062299860225,Medium Risk,Manual Review
0.19442912864211626,671.0741731778119,Medium Risk,Manual Review
0.10207964899373491,708.7163993667397,Medium Risk,Manual Review
0.13595759139889088,692.463942123513,Medium Risk,Manual Review
0.48505563455586737,602.9897635890615,High Risk,Reject
0.1862493933783321,673.728366938082,Medium Risk,Manual Review
0.07818565217664311,723.3628845228346,Medium Risk,Manual Review
0.44055490477760395,611.9455155758659,High Risk,Reject
0.22403918449820595,662.1140528034452,Medium Risk,Manual Review
0.16218174537945865,682.1041802792232,Medium Risk,Manual Review
0.0701591378903804,729.2123697635541,Medium Risk,Manual Review
0.8157259728254592,525.6172723453881,High Risk,Reject
0.20009739490386652,669.2842877046489,Medium Risk,Manual Review
0.13238111653617682,694.0033767453289,Medium Risk,Manual Review
0.15539121646224593,684.6463813936884,Medium Risk,Manual Review
0.10591373523295544,706.6588659660714,Medium Risk,Manual Review
0.08864629463652605,716.5138424241322,Medium Risk,Manual Review
0.12063139079403236,699.3232310741568,Medium Risk,Manual Review
0.028707509800106636,776.0734447316216,Low Risk,Approve
0.5704692495671163,585.8117033872043,High Risk,Reject
0.09307234896812293,713.8342771499886,Medium Risk,Manual Review
0.04105128986414762,757.5507666806787,Low Risk,Approve
0.21133043851009994,665.8462229309057,Medium Risk,Manual Review
0.516620201083156,596.674734700115,High Risk,Reject
0.04820601180259779,749.1432436473781,Medium Risk,Manual Review
0.2332512275420499,659.5021549768813,Medium Risk,Manual Review
0.36049163858520356,628.6615466670607,High Risk,Reject
0.31356926668714086,639.1742519886479,High Risk,Reject
0.2231405232764193,662.3728879076486,Medium Risk,Manual Review
0.26498707018323087,651.0103528805538,Medium Risk,Manual Review
0.17224727500605425,678.4891689348326,Medium Risk,Manual Review
0.6617184680740812,566.4519146404014,High Risk,Reject
0.036244410099360976,764.0276279881291,Low Risk,Approve
0.06781288217691986,731.0390692611406,Medium Risk,Manual Review
0.137195252246525,691.9391653575856,Medium Risk,Manual Review
0.22307500842759978,662.3917867099731,Medium Risk,Manual Review
0.24142732001895187,657.2435069688461,Medium Risk,Manual Review
0.3841479487330111,623.5989498313891,High Risk,Reject
0.307803020494277,640.5205266524171,High Risk,Reject
0.09062093331722881,715.3038391938181,Medium Risk,Manual Review
0.2343508315070345,659.1952393870924,Medium Risk,Manual Review
0.20584936619561742,667.506424456173,Medium Risk,Manual Review
0.06578535749793822,732.6654469322364,Medium Risk,Manual Review
0.19405393403660587,671.1940346832982,Medium Risk,Manual Review
0.07862389313201583,723.059634186067,Medium Risk,Manual Review
0.10206142229205863,708.7263427796497,Medium Risk,Manual Review
0.2451533185358242,656.2315426478484,Medium Risk,Manual Review
0.05313781391895665,744.0132377207165,Medium Risk,Manual Review
0.39931432562235425,620.4161451545714,High Risk,Reject
0.2493577862823159,655.1020183631082,Medium Risk,Manual Review
0.11408429702969126,702.4842089968814,Medium Risk,Manual Review
0.2165290411084334,664.3004658862174,Medium Risk,Manual Review
0.4924291771937238,601.5142802943923,High Risk,Reject
0.2844537625266406,646.1237750514641,High Risk,Reject
0.18425638219664897,674.3885971234555,Medium Risk,Manual Review
0.2534480660645933,654.0153125009216,Medium Risk,Manual Review
0.06423532767906358,733.9405345840686,Medium Risk,Manual Review
0.20147453665001847,668.8551925853485,Medium Risk,Manual Review
0.28079122445684274,647.027013258297,High Risk,Reject
0.11020471485709077,704.4325869612122,Medium Risk,Manual Review
0.7778319681762771,537.346173701553,High Risk,Reject
0.05794849596365543,739.425266643294,Medium Risk,Manual Review
0.23459679589351765,659.1267240392627,Medium Risk,Manual Review
0.20661786927488224,667.2716970171933,Medium Risk,Manual Review
0.496918517781115,600.6163042467055,High Risk,Reject
0.04611668238126478,751.4683298535003,Low Risk,Approve
0.22224557903959602,662.6313918847859,Medium Risk,Manual Review
0.422281178761132,615.6707944662527,High Risk,Reject
0.051647421030142304,745.5143044594281,Medium Risk,Manual Review
0.18861362425704586,672.952187654479,Medium Risk,Manual Review
0.17967861908155847,675.9263192947716,Medium Risk,Manual Review
0.26753165896031783,650.3591104473461,Medium Risk,Manual Review
0.04586604992952049,751.753944001706,Low Risk,Approve
0.11568580762449798,701.6967229678314,Medium Risk,Manual Review
0.008241898456852526,839.5124257832193,Low Risk,Approve
0.10746525010363787,705.8448953947105,Medium Risk,Manual Review
0.16565463229252608,680.8371166953677,Medium Risk,Manual Review
0.00015438090418395465,1038.7966606382608,Low Risk,Approve
0.48782380342000137,602.4357208847038,High Risk,Reject
0.1428633275434718,689.5854480933722,Medium Risk,Manual Review
0.09181657839526389,714.5826745255417,Medium Risk,Manual Review
0.5508893325077892,589.7867696159489,High Risk,Reject
0.1616695474260291,682.292896816283,Medium Risk,Manual Review
0.15504743980541505,684.7774675323712,Medium Risk,Manual Review
0.2837209655098109,646.3039282325879,High Risk,Reject
0.12671555666045428,696.5158231196151,Medium Risk,Manual Review
0.4600851734889264,607.9999883166461,High Risk,Reject
0.5740823479650559,585.0736586558902,High Risk,Reject
0.34254754601515175,632.5980989778176,High Risk,Reject
0.460509061496064,607.9146727719639,High Risk,Reject
0.2508489593761862,654.7044808514979,Medium Risk,Manual Review
0.2876506524435735,645.341085813372,High Risk,Reject
0.24281396292303725,656.8656706754158,Medium Risk,Manual Review
0.7682442740534214,540.0788081909975,High Risk,Reject
0.46722378954291516,606.5646559285148,High Risk,Reject
0.16708565960107905,680.3212095784811,Medium Risk,Manual Review
0.23005471255753446,660.4001147867327,Medium Risk,Manual Review
0.12029534052488004,699.4818173403429,Medium Risk,Manual Review
0.044182818110148174,753.711533973133,Low Risk,Approve
0.09490283888278243,712.7594339326855,Medium Risk,Manual Review
0.2412827435350845,657.2829865679344,Medium Risk,Manual Review
0.10532554002753763,706.9701992566372,Medium Risk,Manual Review
0.23992570144522318,657.6543445828435,Medium Risk,Manual Review
0.07082231539310906,728.7062922348318,Medium Risk,Manual Review
0.5780921187341972,584.2526884210787,High Risk,Reject
0.04246398232038283,755.7853547458426,Low Risk,Approve
0.2220135334182036,662.6985393765272,Medium Risk,Manual Review
0.3520138515175023,630.5099397299664,High Risk,Reject
0.19909665855694916,669.5974919619689,Medium Risk,Manual Review
0.03768385065784365,762.0055698039886,Low Risk,Approve
0.1951198452114721,670.853971484406,Medium Risk,Manual Review
0.11589996243608752,701.5921397330322,Medium Risk,Manual Review
0.09985322516037767,709.9428236894394,Medium Risk,Manual Review
0.7988165612980658,531.0542894087334,High Risk,Reject
0.07740211469199805,723.9089688598008,Medium Risk,Manual Review
0.10757047328031517,705.7900675350336,Medium Risk,Manual Review
0.238652786456113,658.0039897048497,Medium Risk,Manual Review
0.06656929205131042,732.0311670546372,Medium Risk,Manual Review
0.27263494305884367,649.0647398841911,High Risk,Reject
0.37573176580916645,625.3852319244361,High Risk,Reject
0.21810554620527983,663.8370329668113,Medium Risk,Manual Review
0.0855733021104407,718.4461982977546,Medium Risk,Manual Review
0.41987246459594074,616.1648479277732,High Risk,Reject
0.12681633174953627,696.4703044086534,Medium Risk,Manual Review
0.07775907184978428,723.6595637893179,Medium Risk,Manual Review
0.09939336431298824,710.199161094715,Medium Risk,Manual Review
0.2308891715371875,660.1648630431154,Medium Risk,Manual Review
0.1331759153911716,693.6582564279557,Medium Risk,Manual Review
0.24067301393680532,657.4496636362406,Medium Risk,Manual Review
0.15192213507109878,685.9802166552097,Medium Risk,Manual Review
0.22553032527431802,661.6861937194903,Medium Risk,Manual Review
0.22078041057378037,663.0562151103372,Medium Risk,Manual Review
0.6010165668758474,579.514869768162,High Risk,Reject
0.42338528020961497,615.4445860532428,High Risk,Reject
0.1163865349652879,701.3551430325668,Medium Risk,Manual Review
0.1065362907841734,706.3310015849429,Medium Risk,Manual Review
0.10546859513706221,706.8943389501469,Medium Risk,Manual Review
0.052101724165790196,745.0524575460076,Medium Risk,Manual Review
0.16706769345429953,680.3276646951649,Medium Risk,Manual Review
0.247130856332317,655.6986726822008,Medium Risk,Manual Review
0.10510675685846754,707.0863932066555,Medium Risk,Manual Review
0.6077080016483759,578.1155975045758,High Risk,Reject
0.16915239262853157,679.5823176635008,Medium Risk,Manual Review
0.0882466440166846,716.7616921773256,Medium Risk,Manual Review
0.1012508975239311,709.1701170008852,Medium Risk,Manual Review
0.31502740043444866,638.8359608139574,High Risk,Reject
0.12675862845002653,696.496364403997,Medium Risk,Manual Review
0.3091134267773272,640.213368753297,High Risk,Reject
0.3814311112977372,624.1739152379453,High Risk,Reject
0.11032651391013289,704.3705124256687,Medium Risk,Manual Review
0.1901812429948612,672.4416468934579,Medium Risk,Manual Review
0.03024239174713082,773.3900755760139,Low Risk,Approve
0.04226560636758947,756.0298410772025,Low Risk,Approve
0.3201324613055795,637.6581565716898,High Risk,Reject
0.3874406447797894,622.9041590953307,High Risk,Reject
0.27534554180696563,648.3834053639143,High Risk,Reject
0.06852193787037905,730.4809341882501,Medium Risk,Manual Review
0.5323477789853899,593.5213953260806,High Risk,Reject
0.3193135252555442,637.846417636058,High Risk,Reject
0.7740454847866063,538.4351540580888,High Risk,Reject
0.19672218277823045,670.3454067263036,Medium Risk,Manual Review
0.730640227945357,550.1063377120353,High Risk,Reject
0.25263961721639555,654.2291736781548,Medium Risk,Manual Review
0.05423957889273992,742.9289201254467,Medium Risk,Manual Review
0.11293147657803435,703.0570499763037,Medium Risk,Manual Review
0.5108004549304034,597.839572954179,High Risk,Reject
0.05680046005518618,740.4866718102825,Medium Risk,Manual Review
0.030090693930966916,773.6493308002753,Low Risk,Approve
0.449248307615325,610.1854150013655,High Risk,Reject
0.25166052718180437,654.4887825353366,Medium Risk,Manual Review
0.5250140709842491,594.9930058181957,High Risk,Reject
0.1963489245844564,670.4635942601436,Medium Risk,Manual Review
0.08478904235706886,718.9494138270851,Medium Risk,Manual Review
0.2372621873463885,658.3874269958269,Medium Risk,Manual Review
0.1588848279348183,683.327450501374,Medium Risk,Manual Review
0.10247842387878019,708.4992441321535,Medium Risk,Manual Review
0.07496208063440478,725.6426168220204,Medium Risk,Manual Review
0.18571391133759552,673.9052193005136,Medium Risk,Manual Review
0.409165087148088,618.3708966223102,High Risk,Reject
0.20127334178778877,668.9177444378745,Medium Risk,Manual Review
0.5131243768647743,597.3745215338921,High Risk,Reject
0.03438701155891503,766.7542099367081,Low Risk,Approve
0.04456237938031027,753.2639742794552,Low Risk,Approve
0.09174344431279728,714.626542812876,Medium Risk,Manual Review
0.09285835243183455,713.9611684751297,Medium Risk,Manual Review
0.08874477454076851,716.4529234742083,Medium Risk,Manual Review
0.4767280686261707,604.6577516308072,High Risk,Reject
0.11273077844984174,703.1572985505125,Medium Risk,Manual Review
0.2234637003988012,662.2797201335898,Medium Risk,Manual Review
0.15023691617863885,686.6372048217771,Medium Risk,Manual Review
0.022731700919708595,788.0500381510701,Low Risk,Approve
0.5383100398966785,592.322945363362,High Risk,Reject
0.21632589404642688,664.360360668987,Medium Risk,Manual Review
0.17499287087499235,677.5323396212236,Medium Risk,Manual Review
0.05460114048243389,742.577607075997,Medium Risk,Manual Review
0.37009471090519025,626.5905262506222,High Risk,Reject
0.2544637955351143,653.7472564193913,Medium Risk,Manual Review
0.08039255215534129,721.8512677425315,Medium Risk,Manual Review
0.5016676354806389,599.6664716671419,High Risk,Reject
0.32043880792303225,637.5877976443479,High Risk,Reject
0.2246363512022801,661.9424632859503,Medium Risk,Manual Review
0.10676913468507797,706.2088095785514,Medium Risk,Manual Review
0.1112449424179862,703.9043606584302,Medium Risk,Manual Review
0.05683866158778501,740.4510301317695,Medium Risk,Manual Review
0.22610574097922642,661.5216238857614,Medium Risk,Manual Review
0.24499617551189642,656.2740107257995,Medium Risk,Manual Review
0.02060651628152495,793.0663067892169,Low Risk,Approve
0.2362525979794611,658.6667772909201,Medium Risk,Manual Review
0.21822733197518826,663.801333288129,Medium Risk,Manual Review
0.20173198275300847,668.7752201964241,Medium Risk,Manual Review
0.2318069382374738,659.9068110801261,Medium Risk,Manual Review
0.1881057855630045,673.118278007158,Medium Risk,Manual Review
0.6108173627741306,577.4625369324086,High Risk,Reject
0.41264587767242844,617.6519063332457,High Risk,Reject
0.071521063213874,728.1777849304387,Medium Risk,Manual Review
0.19561805470538365,670.6955077575659,Medium Risk,Manual Review
0.16647970760108136,680.5392311090394,Medium Risk,Manual Review
0.45986957188687594,608.0433867017358,High Risk,Reject
0.16734080627854198,680.2295969100786,Medium Risk,Manual Review
0.19387930714998247,671.2498818458945,Medium Risk,Manual Review
0.4407548368459343,611.9049578090596,High Risk,Reject
0.04687177485446177,750.6166882365294,Low Risk,Approve
0.05889825162250551,738.5619927638256,Medium Risk,Manual Review
0.05170781802886819,745.4526837194888,Medium Risk,Manual Review
0.22192491356087435,662.7241967098329,Medium Risk,Manual Review
0.11691951197177937,701.0965291585354,Medium Risk,Manual Review
0.3982038685197992,620.6477314663524,High Risk,Reject
0.0484691001906416,748.8572837808157,Medium Risk,Manual Review
0.15931235500556087,683.1676704965038,Medium Risk,Manual Review
0.17617340472554482,677.1245650509468,Medium Risk,Manual Review
0.10888369875826605,705.1097309557991,Medium Risk,Manual Review
0.11750885600626455,700.8117526306212,Medium Risk,Manual Review
0.5379873692784569,592.3878573611773,High Risk,Reject
0.06282189710834661,735.1284824599958,Medium Risk,Manual Review
0.09735581310437699,711.3477998916891,Medium Risk,Manual Review
0.3920438227677832,621.9364588065366,High Risk,Reject
0.21018888639602343,666.1893617346894,Medium Risk,Manual Review
0.5696002077691333,585.9889900625778,High Risk,Reject
0.3868198139412959,623.0349923278602,High Risk,Reject
0.31996936122862946,637.6956304561277,High Risk,Reject
0.7156282117872678,553.8560860312452,High Risk,Reject
0.10538835200257454,706.9368796782303,Medium Risk,Manual Review
0.2795208921575296,647.3419690070612,High Risk,Reject
0.45224961134413666,609.57927115664,High Risk,Reject
0.10248903641726996,708.4934752451989,Medium Risk,Manual Review
0.14365389852408197,689.2633847237481,Medium Risk,Manual Review
0.227273693259938,661.1884965592772,Medium Risk,Manual Review
0.1349107505795964,692.9109613568445,Medium Risk,Manual Review
0.57720631252139,584.4342280156409,High Risk,Reject
0.5730842324065453,585.2777009907235,High Risk,Reject
0.1381300773197249,691.5454263520796,Medium Risk,Manual Review
0.3161150182952298,638.584180938599,High Risk,Reject
0.11741349838105401,700.8577462179453,Medium Risk,Manual Review
0.10918412282589725,704.9551050676041,Medium Risk,Manual Review
0.09872617189431573,710.5729524905132,Medium Risk,Manual Review
0.26552647635469445,650.8719694932379,Medium Risk,Manual Review
0.050857269658304574,746.3268056503771,Medium Risk,Manual Review
0.3040192111708588,641.4115581822991,High Risk,Reject
0.15938593668474926,683.1402058314501,Medium Risk,Manual Review
0.16035062113194615,682.7810799428449,Medium Risk,Manual Review
0.11529560549498748,701.8877129407326,Medium Risk,Manual Review
0.10689233575927248,706.1442509115378,Medium Risk,Manual Review
0.7263319436546154,551.1954382887027,High Risk,Reject
0.12770553463744652,696.0699976752976,Medium Risk,Manual Review
0.4589106117945596,608.2364523692412,High Risk,Reject
0.021992118038339913,789.7416805544229,Low Risk,Approve
0.1692471282137135,679.5486210079098,Medium Risk,Manual Review
0.055948005118048406,741.2879232278536,Medium Risk,Manual Review
0.4539476329682327,609.2366517978423,High Risk,Reject
0.1834062672016367,674.6718986278325,Medium Risk,Manual Review
0.1804238006811996,675.6739422403898,Medium Risk,Manual Review
0.11627962072210582,701.4071442822253,Medium Risk,Manual Review
0.05136458745855634,745.8037784525936,Medium Risk,Manual Review
0.10768371963876194,705.7311117689476,Medium Risk,Manual Review
0.49839186936489266,600.3216272360313,High Risk,Reject
0.504908376092908,599.0182932453652,High Risk,Reject
0.22642467681765618,661.4305354009049,Medium Risk,Manual Review
0.049143146434629886,748.1313067075293,Medium Risk,Manual Review
0.2361567906574574,658.6933296553823,Medium Risk,Manual Review
0.19118000949331213,672.1180470681678,Medium Risk,Manual Review
0.49673950513060056,600.6521082172508,High Risk,Reject
0.09416420527981824,713.1908962315293,Medium Risk,Manual Review
0.20366640060614533,668.1767414307396,Medium Risk,Manual Review
0.10609636180841325,706.5625113643592,Medium Risk,Manual Review
0.26685084335296516,650.5329652966137,Medium Risk,Manual Review
0.19768980543795803,670.0398073159927,Medium Risk,Manual Review
0.2000321424378469,669.3046741494504,Medium Risk,Manual Review
0.04680155286561237,750.695336642656,Low Risk,Approve
0.10213013915082897,708.688863131018,Medium Risk,Manual Review
0.29576505714757567,643.3773306411273,High Risk,Reject
0.10243701276826792,708.5217599273639,Medium Risk,Manual Review
0.12525067838215612,697.1810099778461,Medium Risk,Manual Review
0.7186834640222456,553.102974093688,High Risk,Reject
0.2346349741596893,659.1160936455715,Medium Risk,Manual Review
0.23355478106894265,659.4173284313941,Medium Risk,Manual Review
0.26014794443198175,652.2599877534843,Medium Risk,Manual Review
0.2018542780776933,668.7372574144429,Medium Risk,Manual Review
0.20513144696452024,667.7262890265301,Medium Risk,Manual Review
0.5986710407433969,580.0034585873693,High Risk,Reject
0.11930929521109497,699.9493625374197,Medium Risk,Manual Review
0.08414074288511346,719.3685898076205,Medium Risk,Manual Review
0.25189581440469366,654.4263343354363,Medium Risk,Manual Review
0.08871759948692796,716.4697276657002,Medium Risk,Manual Review
0.2104013044452457,666.1254077702883,Medium Risk,Manual Review
0.12087961247947115,699.2063367906301,Medium Risk,Manual Review
0.13421551885668329,693.2094576465693,Medium Risk,Manual Review
0.09670623436323869,711.718497540287,Medium Risk,Manual Review
0.1942057817453198,671.1455035018856,Medium Risk,Manual Review
0.25692103242893677,653.1016775132623,Medium Risk,Manual Review
0.4335459247037061,613.3699139897391,High Risk,Reject
0.10181217058085713,708.8624779892194,Medium Risk,Manual Review
0.16372148987975252,681.5397475964206,Medium Risk,Manual Review
0.2093702226117223,666.4362864750952,Medium Risk,Manual Review
0.08483392304018936,718.9205027511738,Medium Risk,Manual Review
0.06336993101623024,734.6649462944686,Medium Risk,Manual Review
0.1808046562632763,675.5452684529469,Medium Risk,Manual Review
0.14708925607166135,687.8807658752825,Medium Risk,Manual Review
0.11327057170111332,702.8880248978163,Medium Risk,Manual Review
0.583429925961609,583.1565170270649,High Risk,Reject
0.21492950659344742,664.7731708106779,Medium Risk,Manual Review
0.20853424681951482,666.6891664526831,Medium Risk,Manual Review
0.1843585768322003,674.3546088837356,Medium Risk,Manual Review
0.5103377007504352,597.9321651689976,High Risk,Reject
0.5750426994559237,584.8772198302709,High Risk,Reject
0.01633017841765196,804.9137730444573,Low Risk,Approve
0.728446917932594,550.6621438113372,High Risk,Reject
0.2662990509681624,650.6740795081365,Medium Risk,Manual Review
0.24892555967985888,655.2175436895425,Medium Risk,Manual Review
0.468881138962349,606.2318269338411,High Risk,Reject
0.3004358695859972,642.2611575713038,High Risk,Reject
0.2101138248574737,666.2119722987679,Medium Risk,Manual Review
0.4463919435010862,610.7629796965143,High Risk,Reject
0.3477473826461811,631.4477816289957,High Risk,Reject
0.17242058058188914,678.4284174871841,Medium Risk,Manual Review
0.20763684698058893,666.9614593724066,Medium Risk,Manual Review
0.27369476803308407,648.7978428005463,High Risk,Reject
0.0673504272907471,731.4060145587734,Medium Risk,Manual Review
0.24370317050943296,656.624148014389,Medium Risk,Manual Review
0.19586262550893707,670.6178297573341,Medium Risk,Manual Review
0.11816134026449088,700.4979066425777,Medium Risk,Manual Review
0.052556214822702826,744.594212514805,Medium Risk,Manual Review
0.2853816456966068,645.8960618905994,High Risk,Reject
0.060406730392990715,737.217328031903,Medium Risk,Manual Review
0.14959804794113116,686.8878552775669,Medium Risk,Manual Review
0.27154766731668767,649.3392248580114,High Risk,Reject
0.045645514662383375,752.0064916535026,Low Risk,Approve
0.8319559361511017,520.0223375882812,High Risk,Reject
0.18028824393106188,675.7197918105937,Medium Risk,Manual Review
0.17846402020787133,676.3394360378236,Medium Risk,Manual Review
0.3484832201160093,631.2856535919806,High Risk,Reject
0.05395759079827627,743.2044507823234,Medium Risk,Manual Review
0.2903698554796027,644.6794218489612,High Risk,Reject
0.17439996870331795,677.7379550306845,Medium Risk,Manual Review
0.17488386378418383,677.5701014748497,Medium Risk,Manual Review
0.36013131376659874,628.7397126068782,High Risk,Reject
0.2792620629007946,647.4062482635535,High Risk,Reject
0.24032819195541352,657.5440526400962,Medium Risk,Manual Review
0.44238368479958284,611.5746774009451,High Risk,Reject
0.15655830193365705,684.2031151803174,Medium Risk,Manual Review
0.10728781408338087,705.9374577094222,Medium Risk,Manual Review
0.13338723650933607,693.5667893435826,Medium Risk,Manual Review
0.17667906252695573,676.9505602238154,Medium Risk,Manual Review
0.07328423435208083,726.865069961986,Medium Risk,Manual Review
0.05668609277527449,740.5935102696428,Medium Risk,Manual Review
